,sim_id,p_SES_high,epsilon,rho,H_Share,Exposure,Friend_Bias,N_exposure,Degree
7,VDMqGLGY,0.5,1.750000000000001,1.5,0.4,1.1,0.9636363636363636,20,5
8,VDMqGLGY,0.5,1.750000000000001,1.5,0.0,0.5555555555555556,1.0,20,9
9,VDMqGLGY,0.5,1.750000000000001,1.5,0.0,0.7368421052631579,1.0,20,6
0,QkKCWVuK,0.5,1.8000000000000012,1.5,0.16666666666666666,0.9,0.9814814814814815,20,6
1,QkKCWVuK,0.5,1.8000000000000012,1.5,0.25,1.0526315789473684,0.975,20,8
2,QkKCWVuK,0.5,1.8000000000000012,1.5,0.2857142857142857,0.6666666666666666,0.9523809523809523,20,7
3,QkKCWVuK,0.5,1.8000000000000012,1.5,0.2,0.631578947368421,0.9666666666666667,20,10
4,QkKCWVuK,0.5,1.8000000000000012,1.5,0.14285714285714285,1.1,0.987012987012987,20,7
5,QkKCWVuK,0.5,1.8000000000000012,1.5,0.25,0.6666666666666666,0.9583333333333334,20,8
6,QkKCWVuK,0.5,1.8000000000000012,1.5,0.25,0.5263157894736842,0.95,20,8
7,QkKCWVuK,0.5,1.8000000000000012,1.5,0.3,0.9473684210526315,0.9666666666666667,20,10
8,QkKCWVuK,0.5,1.8000000000000012,1.5,0.25,0.8,0.96875,20,8
9,QkKCWVuK,0.5,1.8000000000000012,1.5,0.4444444444444444,0.9473684210526315,0.9506172839506173,20,9
0,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.5,0.7058823529411765,0.9166666666666666,20,10
1,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.375,0.5,0.925,20,8
2,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.2,0.7,0.9714285714285714,20,10
3,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.4,0.8888888888888888,0.95,20,10
4,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.2,0.7,0.9714285714285714,20,10
5,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.375,1.0526315789473684,0.9625,20,8
6,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.2,0.631578947368421,0.9666666666666667,20,10
7,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.42857142857142855,0.9,0.9523809523809523,20,7
8,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.5,0.8888888888888888,0.9375,20,6
9,UAAMFmhZ,0.5,1.8500000000000012,1.5,0.125,0.6,0.9791666666666666,20,8
0,DJgBMTgT,0.5,1.9000000000000012,1.5,0.2222222222222222,0.7777777777777778,0.9682539682539683,20,9
1,DJgBMTgT,0.5,1.9000000000000012,1.5,0.5,1.1578947368421053,0.9545454545454546,20,10
2,DJgBMTgT,0.5,1.9000000000000012,1.5,0.375,0.8421052631578947,0.953125,20,8
3,DJgBMTgT,0.5,1.9000000000000012,1.5,0.3333333333333333,0.8888888888888888,0.9583333333333334,20,6
4,DJgBMTgT,0.5,1.9000000000000012,1.5,0.2,0.7058823529411765,0.9666666666666667,20,10
5,DJgBMTgT,0.5,1.9000000000000012,1.5,0.0,0.7,1.0,20,8
6,DJgBMTgT,0.5,1.9000000000000012,1.5,0.2727272727272727,0.6666666666666666,0.9545454545454546,20,11
7,DJgBMTgT,0.5,1.9000000000000012,1.5,0.4,1.411764705882353,0.9666666666666667,20,5
8,DJgBMTgT,0.5,1.9000000000000012,1.5,0.3333333333333333,0.8,0.9583333333333334,20,6
9,DJgBMTgT,0.5,1.9000000000000012,1.5,0.0,0.42105263157894735,1.0,20,7
0,hwawoyXO,0.5,1.9500000000000013,1.5,0.125,0.8888888888888888,0.984375,20,8
1,hwawoyXO,0.5,1.9500000000000013,1.5,0.2,0.5263157894736842,0.96,20,10
2,hwawoyXO,0.5,1.9500000000000013,1.5,0.46153846153846156,1.0526315789473684,0.9538461538461538,20,13
3,hwawoyXO,0.5,1.9500000000000013,1.5,0.125,0.5555555555555556,0.975,20,8
4,hwawoyXO,0.5,1.9500000000000013,1.5,0.625,1.1,0.9431818181818182,20,8
5,hwawoyXO,0.5,1.9500000000000013,1.5,0.5,0.7777777777777778,0.9285714285714286,20,4
6,hwawoyXO,0.5,1.9500000000000013,1.5,0.5,0.7368421052631579,0.9285714285714286,20,6
7,hwawoyXO,0.5,1.9500000000000013,1.5,0.0,0.9473684210526315,1.0,20,5
8,hwawoyXO,0.5,1.9500000000000013,1.5,0.25,0.42105263157894735,0.9375,20,8
9,hwawoyXO,0.5,1.9500000000000013,1.5,0.18181818181818182,0.5263157894736842,0.9636363636363636,20,11
