,sim_id,p_SES_high,epsilon,rho,H_Share,Exposure,Friend_Bias,N_exposure,Degree,Network_SES_assortativity,Network_H_Share_H,Network_H_Share_L,Network_Degree,Network_Clustering,Predicted_H_Share,Predicted_Exposure,Predicted_Friend_Bias
1,NHhEtlDS,0.5,2.0029578233672822,1.088653293708911,0.1111111111111111,0.2222222222222222,0.9444444444444444,20,18,0.26785890287516523,0.5696389744164538,0.2876419142244232,30.7,0.3683097247699031,0.3058871101794878,0.66601002,0.05583000200000007
0,oElKOOpa,0.5,1.2658011049654907,1.1800435110702705,0.3333333333333333,0.7368421052631579,0.9523809523809523,20,18,0.12789963307281102,0.5120309516346674,0.3736089708453421,30.2,0.35723068709824835,0.37400739960826607,0.88269001,0.09138999899999994
1,oElKOOpa,0.5,1.2658011049654907,1.1800435110702705,0.4444444444444444,0.8888888888888888,0.9444444444444444,20,18,0.12789963307281102,0.5120309516346674,0.3736089708453421,30.2,0.35723068709824835,0.37400739960826607,0.88269001,0.09138999899999994
0,bdGhaWkt,0.5,1.290950665832165,1.1847492054618958,0.5294117647058824,1.1578947368421053,0.9518716577540107,20,17,0.1336898395721926,0.6242360892671316,0.4880345172945836,30.42,0.35494379203444554,0.3684324184288628,0.87300003,0.09429000299999998
1,bdGhaWkt,0.5,1.290950665832165,1.1847492054618958,0.55,1.1,0.95,20,20,0.1336898395721926,0.6242360892671316,0.4880345172945836,30.42,0.35494379203444554,0.3684324184288628,0.87300003,0.09429000299999998
0,qpEQFscE,0.5,1.6183152170576114,1.1452121006113,0.35294117647058826,0.7777777777777778,0.9495798319327731,20,17,0.24254249641709313,0.620950906857836,0.3635975157009919,31.0,0.3717396887403818,0.33349716161410903,0.76384997,0.082359999
1,qpEQFscE,0.5,1.6183152170576114,1.1452121006113,0.3333333333333333,0.6666666666666666,0.9444444444444444,20,18,0.24254249641709313,0.620950906857836,0.3635975157009919,31.0,0.3717396887403818,0.33349716161410903,0.76384997,0.082359999
0,kynSLQPG,0.5,1.3742817233894837,1.079439794031607,0.55,1.1,0.95,20,20,0.13043336877806738,0.5359365090498251,0.3895427356230598,31.46,0.36172020603032956,0.39018388272210347,0.84236002,0.04396000099999996
1,kynSLQPG,0.5,1.3742817233894837,1.079439794031607,0.3333333333333333,0.6666666666666666,0.9444444444444444,20,18,0.13043336877806738,0.5359365090498251,0.3895427356230598,31.46,0.36172020603032956,0.39018388272210347,0.84236002,0.04396000099999996
0,lQFtwRfv,0.5,1.5790479153188186,1.15293701624116,0.2222222222222222,0.6,0.962962962962963,20,18,0.22894709179722278,0.6574760158476759,0.4153856166782443,30.72,0.3671460476747155,0.33630630254558186,0.77547997,0.08562000100000003
1,lQFtwRfv,0.5,1.5790479153188186,1.15293701624116,0.3888888888888889,0.8421052631578947,0.9513888888888888,20,18,0.22894709179722278,0.6574760158476759,0.4153856166782443,30.72,0.3671460476747155,0.33630630254558186,0.77547997,0.08562000100000003
0,XDYyJhQT,0.5,1.252810355574463,1.0974159832548303,0.47368421052631576,0.9473684210526315,0.9473684210526316,20,19,0.10134571973925584,0.5419072355260128,0.43440175922503926,30.42,0.35254258713389575,0.4044865500167629,0.8877800099999998,0.05139000000000008
1,XDYyJhQT,0.5,1.252810355574463,1.0974159832548303,0.25,0.5,0.95,20,20,0.10134571973925584,0.5419072355260128,0.43440175922503926,30.42,0.35254258713389575,0.4044865500167629,0.8877800099999998,0.05139000000000008
0,tvFvESMt,0.5,1.613149367617853,1.1899234379999675,0.23529411764705882,0.7,0.9663865546218487,20,17,0.29067085953878397,0.6690057835049762,0.35786091926763225,30.3,0.36927497962080963,0.3216005230077756,0.76536,0.10494
1,tvFvESMt,0.5,1.613149367617853,1.1899234379999675,0.4666666666666667,1.0,0.9416666666666667,20,15,0.29067085953878397,0.6690057835049762,0.35786091926763225,30.3,0.36927497962080963,0.3216005230077756,0.76536,0.10494
0,QhIGIkQt,0.5,2.0692736442684527,1.1678889652950957,0.3684210526315789,0.8,0.9539473684210527,20,19,0.344719527958062,0.6664364949767677,0.304899317839621,30.58,0.377152719299627,0.278973425284206,0.65161997,0.10168000000000005
1,QhIGIkQt,0.5,2.0692736442684527,1.1678889652950957,0.3157894736842105,0.631578947368421,0.9473684210526316,20,19,0.344719527958062,0.6664364949767677,0.304899317839621,30.58,0.377152719299627,0.278973425284206,0.65161997,0.10168000000000005
0,zXuQoaYy,0.5,3.2834807564627013,1.5813758886804243,0.17647058823529413,0.4444444444444444,0.9558823529411765,20,17,0.5656418274919388,0.77755423528094,0.1801854181056963,28.86,0.3997838675678873,0.1476277725435703,0.46691000000000005,0.30827001000000004
1,zXuQoaYy,0.5,3.2834807564627013,1.5813758886804243,0.2631578947368421,0.5263157894736842,0.9473684210526316,20,19,0.5656418274919388,0.77755423528094,0.1801854181056963,28.86,0.3997838675678873,0.1476277725435703,0.46691000000000005,0.30827001000000004
0,JIHquKxp,0.5,2.6304886476162945,1.1274698984286735,0.2631578947368421,0.5263157894736842,0.9473684210526316,20,19,0.36681809300508006,0.7294160212505376,0.34785841655626104,30.5,0.3707665093612417,0.24430365314753044,0.55089003,0.08455000100000007
1,JIHquKxp,0.5,2.6304886476162945,1.1274698984286735,0.35294117647058826,0.7777777777777778,0.9495798319327731,20,17,0.36681809300508006,0.7294160212505376,0.34785841655626104,30.5,0.3707665093612417,0.24430365314753044,0.55089003,0.08455000100000007
0,yPjGIVHA,0.5,1.4563385515421072,1.2962916479050113,0.2222222222222222,0.6,0.962962962962963,20,18,0.22925491114780489,0.6068832383242331,0.3627788698092516,29.14,0.34359633145797086,0.3140574157504962,0.81422001,0.14941998999999995
1,yPjGIVHA,0.5,1.4563385515421072,1.2962916479050113,0.4,1.0526315789473684,0.96,20,15,0.22925491114780489,0.6068832383242331,0.3627788698092516,29.14,0.34359633145797086,0.3140574157504962,0.81422001,0.14941998999999995
0,SUFntAsD,0.5,1.5529089420907454,1.1670665235133433,0.35294117647058826,0.8421052631578947,0.9558823529411765,20,17,0.20948702508300696,0.626201568811555,0.39873074539191133,30.66,0.36023619427003944,0.3356364072724784,0.78342003,0.09224999700000001
1,SUFntAsD,0.5,1.5529089420907454,1.1670665235133433,0.3,0.6,0.95,20,20,0.20948702508300696,0.626201568811555,0.39873074539191133,30.66,0.36023619427003944,0.3356364072724784,0.78342003,0.09224999700000001
0,JyskcUfj,0.5,1.3003576791649971,1.069706072599924,0.3888888888888889,0.7777777777777778,0.9444444444444444,20,18,0.1129900818744593,0.5288078295022888,0.4078122332524781,31.08,0.3630677948758394,0.4063873396020122,0.8694300099999999,0.03790999900000004
1,JyskcUfj,0.5,1.3003576791649971,1.069706072599924,0.3888888888888889,0.7777777777777778,0.9444444444444444,20,18,0.1129900818744593,0.5288078295022888,0.4078122332524781,31.08,0.3630677948758394,0.4063873396020122,0.8694300099999999,0.03790999900000004
0,vKdUHmMv,0.5,2.373420817379864,1.0839655421225427,0.4,0.8,0.95,20,20,0.30519626718850273,0.647862649010703,0.3321231226511625,30.86,0.36991234142064094,0.2734727152115394,0.59287,0.05578000100000007
1,vKdUHmMv,0.5,2.373420817379864,1.0839655421225427,0.21052631578947367,0.42105263157894735,0.9473684210526316,20,19,0.30519626718850273,0.647862649010703,0.3321231226511625,30.86,0.36991234142064094,0.2734727152115394,0.59287,0.05578000100000007
0,EkGfWYBZ,0.5,3.3282548476454297,1.2152979397538086,0.15,0.3,0.95,20,20,0.47786589160492704,0.7496198107275992,0.2545806010614807,30.34,0.38515498124017356,0.19010976028380608,0.46208,0.14203999999999994
1,EkGfWYBZ,0.5,3.3282548476454297,1.2152979397538086,0.1111111111111111,0.3157894736842105,0.962962962962963,20,18,0.47786589160492704,0.7496198107275992,0.2545806010614807,30.34,0.38515498124017356,0.19010976028380608,0.46208,0.14203999999999994
0,IGBOnLow,0.5,1.7246470839559946,1.090957608878227,0.47368421052631576,0.9473684210526315,0.9473684210526316,20,19,0.2171082903960365,0.624161056499484,0.3966254621168164,30.84,0.3648298983170657,0.3364200469506666,0.73404002,0.054439998999999885
1,IGBOnLow,0.5,1.7246470839559946,1.090957608878227,0.5789473684210527,1.1578947368421053,0.9473684210526315,20,19,0.2171082903960365,0.624161056499484,0.3966254621168164,30.84,0.3648298983170657,0.3364200469506666,0.73404002,0.054439998999999885
0,JgcIjWec,0.5,2.4907669824199217,1.0826200021970824,0.0625,0.3333333333333333,0.9791666666666666,20,16,0.37053861129136934,0.6908436303782843,0.3015795370366877,30.82,0.3747063441090186,0.2646080752421295,0.57293999,0.05567000100000012
1,JgcIjWec,0.5,2.4907669824199217,1.0826200021970824,0.29411764705882354,0.5882352941176471,0.9411764705882353,20,17,0.37053861129136934,0.6908436303782843,0.3015795370366877,30.82,0.3747063441090186,0.2646080752421295,0.57293999,0.05567000100000012
0,ZPYsgozX,0.5,1.8317381609522876,1.0572827782894898,0.3157894736842105,0.631578947368421,0.9473684210526316,20,19,0.25278049917880724,0.5906658158722611,0.32803215373817585,31.44,0.3731045633689336,0.33400713815779975,0.70627999,0.035730000999999914
1,ZPYsgozX,0.5,1.8317381609522876,1.0572827782894898,0.5,1.0,0.9444444444444444,20,18,0.25278049917880724,0.5906658158722611,0.32803215373817585,31.44,0.3731045633689336,0.33400713815779975,0.70627999,0.035730000999999914
0,gRiTCukN,0.5,3.0517818531184915,1.097955216969765,0.11764705882352941,0.3333333333333333,0.9607843137254902,20,17,0.4356869698233903,0.7355278011470717,0.2767571739925753,30.34,0.3812260892700285,0.22478603060073296,0.49360999,0.06870999899999994
1,gRiTCukN,0.5,3.0517818531184915,1.097955216969765,0.3157894736842105,0.631578947368421,0.9473684210526316,20,19,0.4356869698233903,0.7355278011470717,0.2767571739925753,30.34,0.3812260892700285,0.22478603060073296,0.49360999,0.06870999899999994
0,HXLyVCWM,0.5,3.491051680575117,1.119997847289092,0.05263157894736842,0.10526315789473684,0.9473684210526316,20,19,0.438066810882769,0.7502456849074015,0.28059871662493757,30.44,0.39768392537839425,0.19880841337235722,0.44532999,0.08532000300000002
1,HXLyVCWM,0.5,3.491051680575117,1.119997847289092,0.2,0.4,0.95,20,20,0.438066810882769,0.7502456849074015,0.28059871662493757,30.44,0.39768392537839425,0.19880841337235722,0.44532999,0.08532000300000002
0,pKusiWHB,0.5,3.6050057471622976,1.1754775983196184,0.16666666666666666,0.3333333333333333,0.9444444444444444,20,18,0.47383968310066304,0.7111181521509579,0.220855136909157,30.12,0.38567089245169695,0.18473767199853897,0.43430999,0.12078000000000005
1,pKusiWHB,0.5,3.6050057471622976,1.1754775983196184,0.1111111111111111,0.2222222222222222,0.9444444444444444,20,18,0.47383968310066304,0.7111181521509579,0.220855136909157,30.12,0.38567089245169695,0.18473767199853897,0.43430999,0.12078000000000005
0,tVlTRFBj,0.5,1.4578177036609197,1.0835749911023893,0.631578947368421,1.3,0.951417004048583,20,19,0.16569827090058312,0.5477556868636974,0.3680102764375389,31.16,0.3618794975875682,0.37548393359103877,0.81373,0.04723000200000001
1,tVlTRFBj,0.5,1.4578177036609197,1.0835749911023893,0.35294117647058826,0.7777777777777778,0.9495798319327731,20,17,0.16569827090058312,0.5477556868636974,0.3680102764375389,31.16,0.3618794975875682,0.37548393359103877,0.81373,0.04723000200000001
0,NDdbREli,0.5,1.8993910437984622,1.1575219640358128,0.3684210526315789,0.7368421052631579,0.9473684210526316,20,19,0.2926941406960347,0.6581494195954464,0.35032324971162276,30.54,0.37419298416524205,0.2979641170673536,0.68980002,0.09353999800000003
1,NDdbREli,0.5,1.8993910437984622,1.1575219640358128,0.3,0.6,0.95,20,20,0.2926941406960347,0.6581494195954464,0.35032324971162276,30.54,0.37419298416524205,0.2979641170673536,0.68980002,0.09353999800000003
0,IPNfwhKo,0.5,1.2749247207504313,1.2668171251340856,0.3157894736842105,0.7,0.9548872180451128,20,19,0.17870453906793085,0.600043272916933,0.4048969480079569,29.42,0.344115438479501,0.34699166618344646,0.87914997,0.1300799999999999
1,IPNfwhKo,0.5,1.2749247207504313,1.2668171251340856,0.2777777777777778,0.631578947368421,0.9537037037037037,20,18,0.17870453906793085,0.600043272916933,0.4048969480079569,29.42,0.344115438479501,0.34699166618344646,0.87914997,0.1300799999999999
0,EUSSwFzk,0.5,2.4414522928675897,1.0258815953252696,0.3684210526315789,0.7368421052631579,0.9473684210526316,20,19,0.2982137963276426,0.694814785969066,0.379829604911637,31.66,0.37356785565269635,0.2832441885341255,0.58115,0.018030001000000073
1,EUSSwFzk,0.5,2.4414522928675897,1.0258815953252696,0.4,0.8,0.95,20,20,0.2982137963276426,0.694814785969066,0.379829604911637,31.66,0.37356785565269635,0.2832441885341255,0.58115,0.018030001000000073
0,EwVbOiLa,0.5,1.6008141224414913,1.17378597439173,0.3157894736842105,0.7,0.9548872180451128,20,19,0.21086142322097376,0.6803128262703483,0.46100263172656003,30.1,0.3515704404790157,0.32756822656638906,0.76898998,0.09663000000000005
1,EwVbOiLa,0.5,1.6008141224414913,1.17378597439173,0.35,0.7,0.95,20,20,0.21086142322097376,0.6803128262703483,0.46100263172656003,30.1,0.3515704404790157,0.32756822656638906,0.76898998,0.09663000000000005
0,ywIZOoFQ,0.5,2.327122704285334,1.1296282218368352,0.5263157894736842,1.1,0.9521531100478469,20,19,0.354268961577418,0.7378573441972754,0.3659748838273831,30.58,0.36749813316145824,0.26606983978434384,0.60112,0.08313000199999994
1,ywIZOoFQ,0.5,2.327122704285334,1.1296282218368352,0.3,0.6,0.95,20,20,0.354268961577418,0.7378573441972754,0.3659748838273831,30.58,0.36749813316145824,0.26606983978434384,0.60112,0.08313000199999994
0,tDEvHxdg,0.5,1.9157493779868298,1.265872941379708,0.29411764705882354,0.6666666666666666,0.9509803921568627,20,17,0.3388002259406779,0.6392827838740249,0.2926370970185826,29.84,0.3566033115402768,0.27093161863954013,0.68593001,0.14870999999999998
1,tDEvHxdg,0.5,1.9157493779868298,1.265872941379708,0.16666666666666666,0.5,0.9666666666666667,20,18,0.3388002259406779,0.6392827838740249,0.2926370970185826,29.84,0.3566033115402768,0.27093161863954013,0.68593001,0.14870999999999998
0,xYHUowpE,0.5,1.6532237723490493,1.0838806831826724,0.2222222222222222,0.4444444444444444,0.9444444444444444,20,18,0.23173514077859347,0.6058592592748255,0.3579412823028677,31.02,0.36318408042409667,0.3477319882602603,0.75379997,0.04967000000000002
1,xYHUowpE,0.5,1.6532237723490493,1.0838806831826724,0.4,0.8,0.95,20,20,0.23173514077859347,0.6058592592748255,0.3579412823028677,31.02,0.36318408042409667,0.3477319882602603,0.75379997,0.04967000000000002
0,pPsrFdTl,0.5,1.4585729837593306,1.126347188584157,0.55,1.1,0.95,20,20,0.1896308118778613,0.6239851036059975,0.4225297483796758,30.92,0.3613132208330857,0.3611142409040689,0.81348002,0.06972999899999996
1,pPsrFdTl,0.5,1.4585729837593306,1.126347188584157,0.5555555555555556,1.1578947368421053,0.9494949494949495,20,18,0.1896308118778613,0.6239851036059975,0.4225297483796758,30.92,0.3613132208330857,0.3611142409040689,0.81348002,0.06972999899999996
0,LDamESmU,0.5,1.4393219280234648,1.1685771646759997,0.3888888888888889,0.9,0.9567901234567902,20,18,0.2206434581752185,0.5711800723803072,0.3389127133616365,30.28,0.3530281842748904,0.35081122786928914,0.8198999799999999,0.09047000099999991
1,LDamESmU,0.5,1.4393219280234648,1.1685771646759997,0.2777777777777778,0.631578947368421,0.9537037037037037,20,18,0.2206434581752185,0.5711800723803072,0.3389127133616365,30.28,0.3530281842748904,0.35081122786928914,0.8198999799999999,0.09047000099999991
0,VaIgUeOH,0.5,1.3478312736220444,1.1671601608417226,0.3157894736842105,0.631578947368421,0.9473684210526316,20,19,0.14703494425957359,0.5161820659310646,0.36155621652532555,29.94,0.3476585718708484,0.3649241974579007,0.8518499699999998,0.08755999799999996
1,VaIgUeOH,0.5,1.3478312736220444,1.1671601608417226,0.23529411764705882,0.47058823529411764,0.9411764705882353,20,17,0.14703494425957359,0.5161820659310646,0.36155621652532555,29.94,0.3476585718708484,0.3649241974579007,0.8518499699999998,0.08755999799999996
0,ozJpMeju,0.5,2.350645055296449,1.0829287454223588,0.16666666666666666,0.42105263157894735,0.9583333333333334,20,18,0.31077623402707916,0.6988564625336336,0.35799931392487955,31.0,0.36772271988673816,0.275595228459468,0.59689999,0.05497999900000007
1,ozJpMeju,0.5,2.350645055296449,1.0829287454223588,0.35,0.7,0.95,20,20,0.31077623402707916,0.6988564625336336,0.35799931392487955,31.0,0.36772271988673816,0.275595228459468,0.59689999,0.05497999900000007
0,fAnOJaRF,0.5,1.7223107714296426,1.047693154894763,0.42105263157894735,0.8421052631578947,0.9473684210526316,20,19,0.1852583806465859,0.6628861064646682,0.47002824173792346,32.02,0.3726696438039951,0.35061314305990426,0.73466998,0.029290000000000063
1,fAnOJaRF,0.5,1.7223107714296426,1.047693154894763,0.4444444444444444,0.8888888888888888,0.9444444444444444,20,18,0.1852583806465859,0.6628861064646682,0.47002824173792346,32.02,0.3726696438039951,0.35061314305990426,0.73466998,0.029290000000000063
0,uUDUrjlJ,0.5,2.867424906258938,1.1781418893557285,0.3684210526315789,0.8,0.9539473684210527,20,19,0.4529894150311171,0.7654893020844552,0.282844007503099,30.44,0.38783760727860056,0.2194727030217048,0.51713997,0.11667000000000008
1,uUDUrjlJ,0.5,2.867424906258938,1.1781418893557285,0.3684210526315789,0.8,0.9539473684210527,20,19,0.4529894150311171,0.7654893020844552,0.282844007503099,30.44,0.38783760727860056,0.2194727030217048,0.51713997,0.11667000000000008
0,CCJdpKTF,0.5,1.4656351788740039,1.231296126031746,0.4117647058823529,0.9473684210526315,0.954248366013072,20,17,0.21396999477012524,0.6030662292902075,0.38288567779851196,29.88,0.35639112616923624,0.3293886794780212,0.81115001,0.12087000000000009
1,CCJdpKTF,0.5,1.4656351788740039,1.231296126031746,0.3125,0.7777777777777778,0.9553571428571429,20,16,0.21396999477012524,0.6030662292902075,0.38288567779851196,29.88,0.35639112616923624,0.3293886794780212,0.81115001,0.12087000000000009
0,LxzEVMhi,0.5,1.7770063871146906,1.1808645315191126,0.2777777777777778,0.631578947368421,0.9537037037037037,20,18,0.24598291354964366,0.66847995348676,0.4078646383656766,30.06,0.3529377869673699,0.30494607161818343,0.7202,0.10372999999999999
1,LxzEVMhi,0.5,1.7770063871146906,1.1808645315191126,0.45,0.9,0.95,20,20,0.24598291354964366,0.66847995348676,0.4078646383656766,30.06,0.3529377869673699,0.30494607161818343,0.7202,0.10372999999999999
0,geSDccNY,0.5,1.2052904918900444,1.1960048226218982,0.6111111111111112,1.263157894736842,0.9490740740740741,20,18,0.12312216571244022,0.6028124771170025,0.47661660121722726,29.6,0.3539901638136995,0.3791414477793908,0.9069099999999999,0.09675999700000004
1,geSDccNY,0.5,1.2052904918900444,1.1960048226218982,0.4117647058823529,0.8888888888888888,0.9485294117647058,20,17,0.12312216571244022,0.6028124771170025,0.47661660121722726,29.6,0.3539901638136995,0.3791414477793908,0.9069099999999999,0.09675999700000004
0,WTLxMvXZ,0.5,1.5083402941866781,1.1691414957557584,0.47368421052631576,0.9473684210526315,0.9473684210526316,20,19,0.16775034568657052,0.5140044350066073,0.3396824719677819,30.62,0.36619678329903205,0.34099379027026244,0.79733998,0.09232000299999994
1,WTLxMvXZ,0.5,1.5083402941866781,1.1691414957557584,0.2,0.4,0.95,20,20,0.16775034568657052,0.5140044350066073,0.3396824719677819,30.62,0.36619678329903205,0.34099379027026244,0.79733998,0.09232000299999994
0,picvDKIn,0.5,1.2130258947598413,1.2091489353879548,0.3888888888888889,0.7777777777777778,0.9444444444444444,20,18,0.13511506068041648,0.4908639704427539,0.3499598841000051,29.64,0.3519689425980934,0.3737091286070709,0.9037399899999999,0.10285000000000004
1,picvDKIn,0.5,1.2130258947598413,1.2091489353879548,0.2631578947368421,0.6,0.956140350877193,20,19,0.13511506068041648,0.4908639704427539,0.3499598841000051,29.64,0.3519689425980934,0.3737091286070709,0.9037399899999999,0.10285000000000004
0,vDcslcOZ,0.5,1.182953246064029,1.088877375945911,0.4444444444444444,0.9473684210526315,0.9506172839506173,20,18,0.08321074170166093,0.49052994996301713,0.4022319379911461,31.16,0.3635096816085692,0.42070395172096536,0.9161900299999999,0.04594999900000008
1,vDcslcOZ,0.5,1.182953246064029,1.088877375945911,0.4444444444444444,0.9473684210526315,0.9506172839506173,20,18,0.08321074170166093,0.49052994996301713,0.4022319379911461,31.16,0.3635096816085692,0.42070395172096536,0.9161900299999999,0.04594999900000008
0,ogNJIlhp,0.5,1.0944163081139395,1.1966213535764325,0.29411764705882354,0.7368421052631579,0.957983193277311,20,17,0.09737072157046152,0.4525794944482468,0.3556787338372694,29.78,0.3487450203721741,0.3990067481020452,0.9549199899999999,0.09317000199999997
1,ogNJIlhp,0.5,1.0944163081139395,1.1966213535764325,0.3684210526315789,0.8,0.9539473684210527,20,19,0.09737072157046152,0.4525794944482468,0.3556787338372694,29.78,0.3487450203721741,0.3990067481020452,0.9549199899999999,0.09317000199999997
0,fASbYXOH,0.5,2.7487580130405425,1.1386292075805522,0.2777777777777778,0.5555555555555556,0.9444444444444444,20,18,0.415409468536465,0.7365675521942273,0.30312842926629746,30.2,0.36902935251260544,0.23427733385376767,0.53351003,0.09227000199999998
1,fASbYXOH,0.5,2.7487580130405425,1.1386292075805522,0.15789473684210525,0.3157894736842105,0.9473684210526316,20,19,0.415409468536465,0.7365675521942273,0.30312842926629746,30.2,0.36902935251260544,0.23427733385376767,0.53351003,0.09227000199999998
0,qjfnLriC,0.5,1.3061400182367247,1.1736409447336915,0.29411764705882354,0.6666666666666666,0.9509803921568627,20,17,0.15465267303502603,0.6139987561394223,0.44880178311744157,30.36,0.3510601738891907,0.369469910661981,0.86725003,0.089539997
1,qjfnLriC,0.5,1.3061400182367247,1.1736409447336915,0.47058823529411764,1.0,0.9477124183006536,20,17,0.15465267303502603,0.6139987561394223,0.44880178311744157,30.36,0.3510601738891907,0.369469910661981,0.86725003,0.089539997
0,PcyGcSVG,0.5,1.4943564250499586,1.11008329366843,0.5882352941176471,1.2222222222222223,0.946524064171123,20,17,0.20413920266210953,0.6493264873928213,0.42788682985044557,31.08,0.36660332201921586,0.3611485888371058,0.80181003,0.06187000099999987
1,PcyGcSVG,0.5,1.4943564250499586,1.11008329366843,0.1875,0.631578947368421,0.96875,20,16,0.20413920266210953,0.6493264873928213,0.42788682985044557,31.08,0.36660332201921586,0.3611485888371058,0.80181003,0.06187000099999987
0,XwsYqshd,0.5,1.3682933174850302,1.2707091820885448,0.17647058823529413,0.5263157894736842,0.9647058823529412,20,17,0.19820211686240413,0.49957733147783534,0.28747900591933273,29.7,0.3477476845355916,0.33229081913612657,0.84448999,0.13525000000000004
1,XwsYqshd,0.5,1.3682933174850302,1.2707091820885448,0.29411764705882354,0.7368421052631579,0.957983193277311,20,17,0.19820211686240413,0.49957733147783534,0.28747900591933273,29.7,0.3477476845355916,0.33229081913612657,0.84448999,0.13525000000000004
0,RaMAkMfQ,0.5,1.2764006331717304,1.1470670292010063,0.25,0.7368421052631579,0.9642857142857143,20,16,0.115861944016668,0.5443663455454246,0.4239969230332664,30.4,0.35266620144342353,0.3829680165299399,0.8785799700000001,0.07618000400000007
1,RaMAkMfQ,0.5,1.2764006331717304,1.1470670292010063,0.2777777777777778,0.7,0.9603174603174603,20,18,0.115861944016668,0.5443663455454246,0.4239969230332664,30.4,0.35266620144342353,0.3829680165299399,0.8785799700000001,0.07618000400000007
0,LOzFmJum,0.5,1.1798364647447093,1.1470863292005729,0.35294117647058826,0.8421052631578947,0.9558823529411765,20,17,0.09147937458836994,0.5263814877312526,0.42400094250286335,30.34,0.3541363541145164,0.3999263161995069,0.91750002,0.07373999799999999
1,LOzFmJum,0.5,1.1798364647447093,1.1470863292005729,0.6111111111111112,1.2222222222222223,0.9444444444444444,20,18,0.09147937458836994,0.5263814877312526,0.42400094250286335,30.34,0.3541363541145164,0.3999263161995069,0.91750002,0.07373999799999999
0,LWqHqdjv,0.5,1.7110188262229205,1.1733738919880523,0.5,1.1578947368421053,0.9545454545454546,20,16,0.22081590293900524,0.6299273856794182,0.40046394167858607,30.6,0.3600034756758062,0.3143627257421166,0.73773003,0.098630004
1,LWqHqdjv,0.5,1.7110188262229205,1.1733738919880523,0.4444444444444444,0.8888888888888888,0.9444444444444444,20,18,0.22081590293900524,0.6299273856794182,0.40046394167858607,30.6,0.3600034756758062,0.3143627257421166,0.73773003,0.098630004
0,iCkGMBmG,0.5,2.691194655150139,1.1877604467233411,0.3,0.6,0.95,20,20,0.36682055600558083,0.6633097257807267,0.28787404200678385,30.06,0.3691094161656184,0.2280889220948295,0.54183,0.12041
1,iCkGMBmG,0.5,2.691194655150139,1.1877604467233411,0.125,0.35294117647058826,0.9583333333333334,20,16,0.36682055600558083,0.6633097257807267,0.28787404200678385,30.06,0.3691094161656184,0.2280889220948295,0.54183,0.12041
0,nfPQCgsr,0.5,1.0805592759711975,0.9993455706330513,0.5882352941176471,1.1764705882352942,0.9411764705882353,20,17,0.0009744438315867406,0.5450241503441723,0.5451103137203178,32.44,0.37991086252447703,0.4809547459098968,0.96127999,-0.0003399999999999854
1,nfPQCgsr,0.5,1.0805592759711975,0.9993455706330513,0.55,1.1,0.95,20,20,0.0009744438315867406,0.5450241503441723,0.5451103137203178,32.44,0.37991086252447703,0.4809547459098968,0.96127999,-0.0003399999999999854
0,vmQWXmpi,0.5,1.5882597211993925,1.145990713779293,0.2222222222222222,0.4444444444444444,0.9444444444444444,20,18,0.19987995198079214,0.5659080510863784,0.35053923470294646,30.38,0.3583678676054805,0.3371405940331287,0.77271998,0.08222000299999989
1,vmQWXmpi,0.5,1.5882597211993925,1.145990713779293,0.3888888888888889,0.7777777777777778,0.9444444444444444,20,18,0.19987995198079214,0.5659080510863784,0.35053923470294646,30.38,0.3583678676054805,0.3371405940331287,0.77271998,0.08222000299999989
0,ozTNzvlK,0.5,1.1428647959457,1.0708279251403472,0.5,1.0588235294117647,0.9444444444444444,20,16,0.06881897009141155,0.6208988562121885,0.5472886708399836,31.42,0.3684006498758986,0.4357983099281212,0.93333,0.036400000999999994
1,ozTNzvlK,0.5,1.1428647959457,1.0708279251403472,0.65,1.3,0.95,20,20,0.06881897009141155,0.6208988562121885,0.5472886708399836,31.42,0.3684006498758986,0.4357983099281212,0.93333,0.036400000999999994
0,pZiddFjc,0.5,1.1423368380999954,1.1155126661782997,0.3,0.6,0.95,20,20,0.10362384097124935,0.5444988240076191,0.4331654195538976,30.98,0.3568656629396244,0.4184443791204711,0.93356001,0.05801999899999995
1,pZiddFjc,0.5,1.1423368380999954,1.1155126661782997,0.2631578947368421,0.5263157894736842,0.9473684210526316,20,19,0.10362384097124935,0.5444988240076191,0.4331654195538976,30.98,0.3568656629396244,0.4184443791204711,0.93356001,0.05801999899999995
0,qPSdUjDv,0.5,1.0410662946700882,1.1554181225122842,0.45,0.9,0.95,20,20,0.04230598770115469,0.46989973196843393,0.42167360120613673,30.48,0.3605670438441718,0.4240369615587288,0.97987998,0.07344999900000003
1,qPSdUjDv,0.5,1.0410662946700882,1.1554181225122842,0.2777777777777778,0.631578947368421,0.9537037037037037,20,18,0.04230598770115469,0.46989973196843393,0.42167360120613673,30.48,0.3605670438441718,0.4240369615587288,0.97987998,0.07344999900000003
0,HwPYBDmY,0.5,2.045623485497099,1.0675475925579103,0.3333333333333333,0.7368421052631579,0.9523809523809523,20,18,0.23194668945741903,0.6392503277317535,0.3962136453705111,31.16,0.3654678603095944,0.3075647374308409,0.65667999,0.04340000100000001
1,HwPYBDmY,0.5,2.045623485497099,1.0675475925579103,0.42105263157894735,0.8421052631578947,0.9473684210526316,20,19,0.23194668945741903,0.6392503277317535,0.3962136453705111,31.16,0.3654678603095944,0.3075647374308409,0.65667999,0.04340000100000001
